type	latitude	longitude	altitude (m)	color	opacity	name	desc
T	-1.382801905	36.750227973	1736.5				
T	-1.382540678	36.755731640	1745.2				
T	-1.382259273	36.758033371	1741.7				
T	-1.382133855	36.756806420	1748.8				
T	-1.381895304	36.754453638	1749.4				
T	-1.381494817	36.750568064	1737.4				
T	-1.381054737	36.740171889	1737.4				
T	-1.381488604	36.728936467	1782.2				
T	-1.381959812	36.742973751	1734.2				
T	-1.382291549	36.750280060	1736.8				
T	-1.382733868	36.756643861	1742.2				
T	-1.383025523	36.761580991	1728.3				
T	-1.382932324	36.760658949	1731.9				
T	-1.382686156	36.758198880	1736.7				
T	-1.381280430	36.744389086	1736.9				
T	-1.380301776	36.732455668	1780.3				
T	-1.380242508	36.724749841	1790.0				
T	-1.380553329	36.737141401	1750.7				
T	-1.380880347	36.742468168	1745.1				
T	-1.380878617	36.749495110	1746.2				
T	-1.380796395	36.748677529	1749.7				
T	-1.380586529	36.746633044	1747.7				
T	-1.380157693	36.742441016	1750.8				
T	-1.379607165	36.734874543	1762.8				
T	-1.379435919	36.732031332	1777.8				
T	-1.379568031	36.730271672	1783.4				
T	-1.378536559	36.738495552	1763.5				
T	-1.378242122	36.741719166	1756.3				
T	-1.378202117	36.741311781	1758.9				
T	-1.378046459	36.735755322	1757.2				
T	-1.377872842	36.726743083	1788.7				
T	-1.378157797	36.718543717	1777.4				
T	-1.378360019	36.717262616	1798.3				
T	-1.379031209	36.723952633	1791.4				
T	-1.380292063	36.734409417	1770.4				
T	-1.380955432	36.738031673	1752.4				
T	-1.381433208	36.737581420	1759.8				
T	-1.381641359	36.735509996	1769.9				
T	-1.382360393	36.731423958	1774.1				
T	-1.383129359	36.727845746	1780.3				
T	-1.383594728	36.727378582	1780.6				
T	-1.383576926	36.728207900	1779.2				
T	-1.383685487	36.731289126	1774.1				
T	-1.383616802	36.733661419	1768.8				
T	-1.383719881	36.735706360	1765.8				
T	-1.384138677	36.736794728	1769.6				
T	-1.384403214	36.736355610	1768.5				
T	-1.384820364	36.735386890	1770.3				
T	-1.385602798	36.732941114	1772.0				
T	-1.386424778	36.729875907	1775.5				
T	-1.386860688	36.728084682	1779.0				
T	-1.386195108	36.733703262	1770.4				
T	-1.385934240	36.737228395	1766.5				
T	-1.385775749	36.732614953	1772.0				
T	-1.385536363	36.729244391	1778.1				
T	-1.385591587	36.725739267	1783.3				
T	-1.385806283	36.721793666	1775.5				
T	-1.385731431	36.724078353	1782.2				
T	-1.385432624	36.728225353	1779.5				
T	-1.385714365	36.741164240	1760.9				
T	-1.386821368	36.754159450	1738.7				
T	-1.387097074	36.756930169	1730.1				
T	-1.386832149	36.753226728	1738.4				
T	-1.386831039	36.744039884	1756.8				
T	-1.387193940	36.733395000	1773.1				
T	-1.388193835	36.727021783	1778.7				
T	-1.387962442	36.735888673	1767.3				
T	-1.388330372	36.749664977	1746.8				
T	-1.388294168	36.759487630	1736.0				
T	-1.388210489	36.758669940	1734.8				
T	-1.388190074	36.751331434	1744.5				
T	-1.388530176	36.740463602	1762.0				
T	-1.389057042	36.731455509	1768.9				
T	-1.389736109	36.729021135	1774.2				
T	-1.390140559	36.732989770	1770.6				
T	-1.390495245	36.737481805	1765.0				
T	-1.390475773	36.749446255	1747.5				
T	-1.389814536	36.758200985	1729.8				
T	-1.389079801	36.751963929	1745.8				
T	-1.388519394	36.746446081	1750.8				
T	-1.387625365	36.735614221	1768.9				
T	-1.387956374	36.731774231	1769.4				
T	-1.387612093	36.733454917	1773.9				
T	-1.387402223	36.736460694	1767.5				
T	-1.386662401	36.747461245	1750.0				
T	-1.385824663	36.762758547	1714.1				
T	-1.385291560	36.773791204	1717.7				
T	-1.385179300	36.772654819	1719.6				
T	-1.384873425	36.759545190	1713.1				
T	-1.385860882	36.750846635	1736.4				
T	-1.387060488	36.747317438	1749.1				
T	-1.387143190	36.748134468	1748.9				
T	-1.386757825	36.751477888	1746.9				
T	-1.385721737	36.760692281	1715.8				
T	-1.385832921	36.774055694	1716.4				
T	-1.386701673	36.782724724	1689.3				
T	-1.387387418	36.780252130	1690.8				
T	-1.388523366	36.777107657	1699.8				
T	-1.389228066	36.775902690	1700.1				
T	-1.388746642	36.776262183	1697.5				
T	-1.388686299	36.776679505	1698.6				
T	-1.388483389	36.777734689	1701.3				
T	-1.388227439	36.778283413	1698.9				
T	-1.388360236	36.777537606	1701.1				
T	-1.388725505	36.776058948	1696.6				
T	-1.389136889	36.770933481	1702.9				
T	-1.388915302	36.767743472	1702.5				
T	-1.388249995	36.768327717	1703.5				
T	-1.387638586	36.769417626	1710.7				
T	-1.386885910	36.771140610	1713.8				
T	-1.385240927	36.776402325	1709.3				
T	-1.384975834	36.777885164	1704.1				
T	-1.385220352	36.776195904	1710.5				
T	-1.385618180	36.773971310	1716.9				
T	-1.385751367	36.773227645	1719.0				
T	-1.384177857	36.777125258	1709.8				
T	-1.383319316	36.780958640	1703.4				
T	-1.382581673	36.784997497	1692.7				
T	-1.381574740	36.789492130	1680.2				
T	-1.381605906	36.788755810	1679.7				
T	-1.381849648	36.780805105	1702.8				
T	-1.382063473	36.775682559	1709.7				
T	-1.382125811	36.774217219	1714.3				
T	-1.381276599	36.775029059	1709.0				
T	-1.381520790	36.776465069	1706.3				
T	-1.381951029	36.775589177	1709.6				
T	-1.381755830	36.776755302	1705.4				
T	-1.381519830	36.778550350	1705.0				
T	-1.381266238	36.782216104	1697.1				
T	-1.381213012	36.781705810	1698.8				
T	-1.380925350	36.778818381	1703.2				
T	-1.380346341	36.772937193	1722.5				
T	-1.379311363	36.765563282	1747.2				
T	-1.378828552	36.761563038	1770.3				
T	-1.378766401	36.761983247	1769.0				
T	-1.378224951	36.762762032	1767.8				
T	-1.377441664	36.759943375	1783.5				
T	-1.376965430	36.756284056	1785.3				
T	-1.375734295	36.746312409	1779.5				
T	-1.374352814	36.732563718	1790.7				
T	-1.373245185	36.721581908	1796.8				
T	-1.372956905	36.718819599	1794.8				
T	-1.373454133	36.724733190	1789.1				
T	-1.374176302	36.731858932	1791.0				
T	-1.376071594	36.750504328	1787.8				
T	-1.377880586	36.768815466	1743.9				
T	-1.378795254	36.773916510	1733.2				
T	-1.378836631	36.773288738	1736.4				
T	-1.378273895	36.763275402	1763.1				
T	-1.376694866	36.747757750	1765.7				
T	-1.375298164	36.733800800	1788.7				
T	-1.374295726	36.723836966	1796.8				
T	-1.374307720	36.719925116	1793.6				
T	-1.374170924	36.721589390	1796.0				
T	-1.374356962	36.730604775	1785.5				
T	-1.375358927	36.746660252	1776.3				
T	-1.376249300	36.761405535	1781.1				
T	-1.376212881	36.766378400	1756.9				
T	-1.376173589	36.765967496	1756.5				
T	-1.375936857	36.763505757	1770.5				
T	-1.375479487	36.758801110	1787.7				
T	-1.374051143	36.746898594	1777.4				
T	-1.373009349	36.736512114	1792.9				
T	-1.372647003	36.732855629	1797.7				
T	-1.372425812	36.730714635	1800.0				
T	-1.370399518	36.731863720	1812.3				
T	-1.370248776	36.731367858	1812.1				
T	-1.370066836	36.729633360	1808.5				
T	-1.370045329	36.729429161	1808.7				
T	-1.370980774	36.754934096	1794.3				
T	-1.372355026	36.768819859	1772.0				
T	-1.372797096	36.773328181	1763.4				
T	-1.372646068	36.771790631	1767.7				
T	-1.372309243	36.767271713	1776.8				
T	-1.372526979	36.758071500	1792.2				
T	-1.372681651	36.747756065	1774.6				
T	-1.372974900	36.739384453	1782.1				
T	-1.373249730	36.736895463	1789.9				
T	-1.373815440	36.743427349	1793.6				
T	-1.374069648	36.748233067	1772.9				
T	-1.375264319	36.759751128	1784.7				
T	-1.376292872	36.770302406	1761.0				
T	-1.376526292	36.772543942	1758.7				
T	-1.376404203	36.771314226	1760.5				
T	-1.376148240	36.768870450	1761.6				
T	-1.375468471	36.753654743	1790.2				
T	-1.374899938	36.743005820	1792.8				
T	-1.375336937	36.738413250	1769.2				
T	-1.375587759	36.741795575	1781.1				
T	-1.376071594	36.750504328	1787.8				
T	-1.376629564	36.756008982	1786.0				
T	-1.377271434	36.762441801	1776.8				
T	-1.378626603	36.777474658	1714.3				
T	-1.378565763	36.776856103	1716.2				
T	-1.377799889	36.769029479	1745.0				
T	-1.377072325	36.761426568	1780.5				
T	-1.376239028	36.753164701	1787.5				
T	-1.375777135	36.747851453	1767.8				
T	-1.375655584	36.750443893	1788.3				
T	-1.375354661	36.757578536	1788.5				
T	-1.375052032	36.765968633	1768.4				
T	-1.374859467	36.769189282	1768.4				
T	-1.374808674	36.768677613	1769.5				
T	-1.374025305	36.760808306	1777.6				
T	-1.373061065	36.751120673	1796.2				
T	-1.371810725	36.738993862	1789.4				
T	-1.371724986	36.738177004	1788.2				
T	-1.371821508	36.739095987	1789.5				
T	-1.372016102	36.740933902	1794.0				
T	-1.372332561	36.743991573	1795.4				
T	-1.372993068	36.754523601	1791.6				
T	-1.373441751	36.765195048	1781.8				
T	-1.373467712	36.768602289	1772.1				
T	-1.373358081	36.767475579	1774.1				
T	-1.372108701	36.754922359	1790.6				
T	-1.370903153	36.743008932	1801.9				
T	-1.370362017	36.737810137	1794.0				
T	-1.369785478	36.731829533	1816.0				
T	-1.369974097	36.734782067	1810.6				
T	-1.369957106	36.743825088	1798.0				
T	-1.370106959	36.755434613	1794.6				
T	-1.369998516	36.762657806	1789.1				
T	-1.369958664	36.762249133	1789.8				
T	-1.369759802	36.760206651	1790.0				
T	-1.369067602	36.753276810	1797.2				
T	-1.368120281	36.743911474	1800.4				
T	-1.367252752	36.735077110	1811.2				
T	-1.366670429	36.731246161	1824.5				
T	-1.366274234	36.732413782	1822.2				
T	-1.365944157	36.735218752	1819.3				
T	-1.365517441	36.748701063	1795.3				
T	-1.365855999	36.750930137	1803.7				
T	-1.366087851	36.750186570	1805.1				
T	-1.366535979	36.748597278	1795.9				
T	-1.368027998	36.744023442	1800.9				
T	-1.369165423	36.740002042	1803.0				
T	-1.369896425	36.739201757	1796.7				
T	-1.370175454	36.741852282	1804.0				
T	-1.370981148	36.749892219	1797.0				
T	-1.372314072	36.756960090	1791.4				
T	-1.372281565	36.754595956	1790.9				
T	-1.372343625	36.747380405	1774.6				
T	-1.373176434	36.737209925	1788.2				
T	-1.374235437	36.730412606	1786.7				
T	-1.374796487	36.729084007	1761.8				
T	-1.374932617	36.730321618	1767.2				
T	-1.375414057	36.736043821	1781.0				
T	-1.375821638	36.742080132	1781.6				
T	-1.376529074	36.749014681	1774.5				
T	-1.377311772	36.756661106	1783.7				
T	-1.378523041	36.768026989	1740.6				
T	-1.378738141	36.768108183	1739.6				
T	-1.379442641	36.765862421	1745.9				
T	-1.380830862	36.759100594	1756.0				
T	-1.382680083	36.750033719	1737.8				
T	-1.383903160	36.745776353	1737.1				
T	-1.385878769	36.741766293	1762.0				
T	-1.386938961	36.741039095	1762.8				
T	-1.387286458	36.741415670	1762.8				
T	-1.387348474	36.742027571	1762.2				
T	-1.387400350	36.742537906	1761.2				
T	-1.387406625	36.746662938	1747.5				
T	-1.387259977	36.751323009	1746.1				
T	-1.387087525	36.761894913	1730.7				
T	-1.387035612	36.765545445	1706.6				
T	-1.387169599	36.764799921	1713.4				
T	-1.387521366	36.758021076	1733.9				
T	-1.387813619	36.752712846	1743.3				
T	-1.388858773	36.741666910	1757.8				
T	-1.390297986	36.735545942	1767.1				
T	-1.390724972	36.734679040	1765.2				
T	-1.390706693	36.741581538	1755.7				
T	-1.390870167	36.747238219	1749.1				
T	-1.391796139	36.761411185	1730.6				
T	-1.393084789	36.771022892	1716.4				
T	-1.393471227	36.769735930	1719.8				
T	-1.394009604	36.762840322	1733.1				
T	-1.394828953	36.753652257	1739.8				
T	-1.396179207	36.745664873	1752.0				
T	-1.396938125	36.743009511	1757.2				
T	-1.397040228	36.742999081	1757.3				
T	-1.396775762	36.743438571	1756.4				
T	-1.396372982	36.745541956	1752.4				
T	-1.395310328	36.759390269	1740.2				
T	-1.394928796	36.766784476	1728.9				
T	-1.394855397	36.766065787	1731.7				
T	-1.394801575	36.760477482	1739.8				
T	-1.394732207	36.756761323	1743.7				
T	-1.395156051	36.748762142	1743.6				
T	-1.395425048	36.746360736	1749.7				
T	-1.395697087	36.744992264	1755.2				
T	-1.395534825	36.745421278	1752.8				
T	-1.395118634	36.746391951	1748.7				
T	-1.394500200	36.748416154	1745.2				
T	-1.392967204	36.758700027	1739.9				
T	-1.392852552	36.757574829	1739.7				
T	-1.392560676	36.754710575	1730.9				
T	-1.392287770	36.745958096	1747.5				
T	-1.392329628	36.741313759	1757.9				
T	-1.392744272	36.734267015	1767.2				
T	-1.393312590	36.732766943	1768.7				
T	-1.393160722	36.733296729	1769.7				
T	-1.392950396	36.735275096	1764.5				
T	-1.392548295	36.743456452	1755.5				
T	-1.392172785	36.749892740	1748.0				
T	-1.392191587	36.749064820	1748.3				
T	-1.392425365	36.743262693	1755.8				
T	-1.393212637	36.733807603	1769.2				
T	-1.393995703	36.726287282	1757.5				
T	-1.394874755	36.724721369	1745.6				
T	-1.394916609	36.725128919	1744.6				
T	-1.394753695	36.728701105	1769.2				
T	-1.394497414	36.733261968	1768.3				
T	-1.394407678	36.734405865	1766.1				
T	-1.394263943	36.734008923	1767.0				
T	-1.393515639	36.726657634	1766.1				
T	-1.393392478	36.720359304	1761.0				
T	-1.394109645	36.717321320	1768.1				
T	-1.394436730	36.717491126	1766.4				
T	-1.394724592	36.718280002	1765.4				
T	-1.394902541	36.720004525	1762.3				
T	-1.394747823	36.723511507	1752.0				
T	-1.394097396	36.732377648	1769.3				
T	-1.394300117	36.741422906	1759.2				
T	-1.394058765	36.743096753	1758.1				
T	-1.394381304	36.741208548	1760.2				
T	-1.396036492	36.737226412	1762.2				
T	-1.397034094	36.735887148	1763.9				
T	-1.397839968	36.735701898	1761.4				
T	-1.398484666	36.735943045	1756.1				
T	-1.398608824	36.737169342	1760.5				
T	-1.398734203	36.738393303	1759.0				
T	-1.399061717	36.742586164	1755.0				
T	-1.399087100	36.747845355	1742.8				
T	-1.398959405	36.749613946	1744.3				
T	-1.398717309	36.747263705	1745.3				
T	-1.398760757	36.740657635	1760.1				
T	-1.398756079	36.731468975	1754.9				
T	-1.398986612	36.723599619	1761.1				
T	-1.399229064	36.721024287	1768.7				
T	-1.399170912	36.721434099	1767.6				
T	-1.399094826	36.722668114	1765.1				
T	-1.398975929	36.725438277	1750.2				
T	-1.398802438	36.734975901	1755.0				
T	-1.398616754	36.744281766	1753.3				
T	-1.398387206	36.746058750	1749.4				
T	-1.398239890	36.744629541	1753.1				
T	-1.397601157	36.738405767	1759.8				
T	-1.397090313	36.733407159	1763.8				
T	-1.396900595	36.730540981	1768.7				
T	-1.397096291	36.731448776	1767.6				
T	-1.397173281	36.734224328	1763.0				
T	-1.396671843	36.738398382	1758.2				
T	-1.396096852	36.736807958	1763.8				
T	-1.395396598	36.733995636	1766.4				
T	-1.394920014	36.730333992	1770.9				
T	-1.395013540	36.731252602	1770.0				
T	-1.395211587	36.733188813	1769.8				
T	-1.395530013	36.734290489	1765.5				
T	-1.396290200	36.731635303	1769.9				
T	-1.397568428	36.726818767	1745.2				
T	-1.399294346	36.721625724	1767.7				
T	-1.400505021	36.719473334	1775.6				
T	-1.400632441	36.720688019	1774.3				
T	-1.401310344	36.727186153	1759.7				
T	-1.402117770	36.734924838	1745.9				
T	-1.402551997	36.737154184	1743.1				
T	-1.403122196	36.737719810	1741.6				
T	-1.403969112	36.735989208	1757.1				
T	-1.405031178	36.732271475	1757.3				
T	-1.405523024	36.730176568	1768.7				
T	-1.406401354	36.727839588	1777.2				
T	-1.405947504	36.735057081	1744.8				
T	-1.405921932	36.739698772	1727.5				
T	-1.406199855	36.739358754	1729.5				
T	-1.407536744	36.736332441	1738.8				
T	-1.408454241	36.734282273	1748.3				
T	-1.407232811	36.737396663	1738.0				
T	-1.406314326	36.740485236	1730.1				
T	-1.404953743	36.748382873	1715.9				
T	-1.404632434	36.750482895	1739.6				
T	-1.405534209	36.751217947	1737.1				
T	-1.405597733	36.751831795	1736.6				
T	-1.405351174	36.754442963	1732.4				
T	-1.404265371	36.757967619	1729.0				
T	-1.403410658	36.759711039	1727.9				
T	-1.402432305	36.762292403	1729.7				
T	-1.402322076	36.763235268	1728.9				
T	-1.403060963	36.763368962	1725.4				
T	-1.404457952	36.763851816	1716.2				
T	-1.404468465	36.763954324	1716.9				
T	-1.403295121	36.765627837	1727.0				
T	-1.400009345	36.768874682	1706.4				
T	-1.396358957	36.771644522	1703.0				
T	-1.394907187	36.772641978	1694.2				
T	-1.393932305	36.773250281	1699.4				
T	-1.394754832	36.773180999	1689.8				
T	-1.397812798	36.772659141	1694.9				
T	-1.396386617	36.772909950	1689.0				
T	-1.396991752	36.772743193	1689.9				
T	-1.397996578	36.772430747	1697.5				
T	-1.401184853	36.771246687	1710.6				
T	-1.401787234	36.771076865	1709.8				
T	-1.399553519	36.771437900	1697.6				
T	-1.399142316	36.771477540	1697.8				
T	-1.400728486	36.770789578	1704.9				
T	-1.401526367	36.770497076	1700.6				
T	-1.402007442	36.770136456	1697.4				
T	-1.400568119	36.770195932	1695.4				
T	-1.399644102	36.770289001	1698.0				
T	-1.398809810	36.770261557	1707.8				
T	-1.399418081	36.770104989	1702.0				
T	-1.401928286	36.769324458	1698.5				
T	-1.404430454	36.768447568	1700.0				
T	-1.405845837	36.768184871	1708.8				
T	-1.406714773	36.767666397	1714.0				
T	-1.407491510	36.767171940	1717.9				
T	-1.408212894	36.767103475	1711.6				
T	-1.408488568	36.766764321	1709.5				
T	-1.409719850	36.765700372	1713.5				
T	-1.410946254	36.764539739	1724.3				
T	-1.411416284	36.764077578	1726.8				
T	-1.410974086	36.763811113	1726.6				
T	-1.409947619	36.763913631	1726.5				
T	-1.408817545	36.764025165	1725.2				
T	-1.408206024	36.764090209	1725.2				
T	-1.407695851	36.764143960	1721.5				
T	-1.407308856	36.764392177	1717.8				
T	-1.406919657	36.764546090	1712.5				
T	-1.406237598	36.764839165	1706.8				
T	-1.405734849	36.765084815	1708.7				
T	-1.405238409	36.765336525	1716.2				
T	-1.404347446	36.765737817	1722.2				
T	-1.403775738	36.766212165	1722.3				
T	-1.402492515	36.766855062	1724.7				
T	-1.402206060	36.767091276	1724.0				
T	-1.401026500	36.767723997	1724.0				
T	-1.400329518	36.767999814	1721.4				
T	-1.399554482	36.768498763	1714.8				
T	-1.399381890	36.768829392	1712.0				
T	-1.401185791	36.768234973	1717.9				
T	-1.401678406	36.767979978	1718.2				
T	-1.402377369	36.767706167	1717.7				
T	-1.403773249	36.767153751	1714.3				
T	-1.405247901	36.766381160	1710.4				
T	-1.406326428	36.765756796	1703.9				
T	-1.407690821	36.765079522	1720.6				
T	-1.408097560	36.765035032	1723.3				
T	-1.408699210	36.764867918	1723.9				
T	-1.408904569	36.764847599	1723.3				
T	-1.407504660	36.765210954	1718.8				
T	-1.406539890	36.765836215	1701.4				
T	-1.406059038	36.766196645	1703.9				
T	-1.404859152	36.766628583	1712.2				
T	-1.403248338	36.767100642	1719.2				
T	-1.401930942	36.767431512	1723.1				
T	-1.400513208	36.767773622	1723.7				
T	-1.398999577	36.768138537	1716.1				
T	-1.398292412	36.768311985	1713.2				
T	-1.397186740	36.768631166	1717.0				
T	-1.395876252	36.768970805	1723.1				
T	-1.395364075	36.769021823	1722.8				
T	-1.394248285	36.769239228	1723.4				
T	-1.393235214	36.769450966	1721.2				
T	-1.392252942	36.769969758	1721.5				
T	-1.391751208	36.770125484	1722.2				
T	-1.391157460	36.770392313	1720.1				
T	-1.390666131	36.770649888	1718.1				
T	-1.392173304	36.771217003	1719.5				
T	-1.393197823	36.771117519	1715.8				
T	-1.395555215	36.770883900	1710.6				
T	-1.396785584	36.770761310	1710.7				
T	-1.399355086	36.770519974	1702.0				
T	-1.401507177	36.770295526	1697.3				
T	-1.403138103	36.770110146	1707.8				
T	-1.403850934	36.770029498	1711.6				
T	-1.405077949	36.769900864	1715.9				
T	-1.405691993	36.769837636	1717.3				
T	-1.406306981	36.769775626	1716.9				
T	-1.407135542	36.769704001	1716.1				
T	-1.407858894	36.769638256	1713.8				
T	-1.408065120	36.769618804	1712.7				
T	-1.408889645	36.769540164	1709.4				
T	-1.408991911	36.769529382	1709.0				
T	-1.410027930	36.769618699	1709.9				
T	-1.406949021	36.769926668	1715.8				
T	-1.405221191	36.770298888	1716.4				
T	-1.404515385	36.770475366	1714.6				
T	-1.403205986	36.770818060	1713.6				
